Micro_Expression_Rate,Eye_Movement_Variability,Heart_Rate_Variability,Breathing_Rate,Reaction_Time_ms,Error_Rate_Per_Task,Sleep_Hours_Last_Night,Caffeine_Intake_mg,Experience_Level,Time_Of_Day,Task_Type,Subconscious_Stability_Score
14.7,24.4,60.0,19.7,248.1,2.4,,103.1,Expert,Evening,Cognitive,84.6
9.9,32.8,68.1,13.2,317.1,2.3,8.5,139.5,Intermediate,Morning,Creative,80.8
10.9,16.6,57.1,14.0,329.8,6.0,8.4,-0.5,Beginner,Afternoon,Analytical,77.1
18.0,23.7,52.8,12.1,315.4,2.5,8.9,229.3,Expert,Evening,Cognitive,78.0
,27.3,60.4,21.5,374.7,0.1,,79.8,Expert,Morning,Analytical,88.2
11.9,32.1,53.9,19.6,323.0,5.1,5.7,102.2,Intermediate,Afternoon,Creative,61.1
15.5,35.2,59.3,19.7,355.8,6.7,,135.6,Intermediate,Evening,Creative,84.5
12.6,30.5,49.5,19.1,246.6,4.9,7.0,108.2,Expert,Morning,Creative,85.1
11.9,33.4,70.5,18.1,297.9,2.7,5.7,177.7,Intermediate,Evening,Creative,84.4
19.7,29.0,52.2,15.0,394.2,4.3,9.2,97.8,Expert,Evening,Cognitive,82.1
18.1,32.4,72.0,16.6,368.6,2.4,6.8,85.2,Beginner,Afternoon,Creative,83.5
14.9,32.1,59.4,14.5,336.7,2.1,7.3,176.0,Beginner,Morning,Analytical,76.3
15.6,26.9,68.6,13.4,301.1,3.6,,-43.9,Intermediate,Morning,Cognitive,87.4
15.0,27.9,52.3,14.1,273.2,3.9,6.9,43.5,Intermediate,Morning,Cognitive,85.2
16.9,33.6,40.3,23.1,293.5,3.6,,134.6,Expert,Evening,Cognitive,77.2
11.8,40.9,43.5,14.9,351.9,7.3,,,Expert,Evening,Analytical,71.3
18.5,37.2,85.0,19.0,220.9,4.1,4.8,170.8,Beginner,Afternoon,Analytical,78.5
16.4,23.2,54.0,22.2,409.8,5.9,7.0,-43.4,Beginner,Afternoon,Analytical,65.1
13.9,23.2,71.0,18.3,381.9,8.5,2.3,91.0,Expert,Morning,Analytical,79.0
13.0,26.8,47.0,13.6,380.8,3.1,6.4,171.6,Intermediate,Evening,Creative,67.9
18.4,30.6,61.8,13.8,350.7,4.3,7.2,58.4,Beginner,Afternoon,Creative,73.3
14.4,30.3,63.5,16.4,325.4,5.6,7.2,106.0,Intermediate,Evening,Analytical,75.2
12.2,37.4,88.4,22.8,338.9,4.2,9.5,147.1,Intermediate,Afternoon,Analytical,95.1
13.5,37.8,56.8,20.3,301.7,3.4,6.7,123.9,Intermediate,Evening,Creative,71.1
18.1,30.0,52.9,17.6,425.9,8.7,9.3,149.3,Intermediate,Afternoon,Creative,74.8
8.6,28.6,63.5,15.4,313.1,6.4,7.4,109.6,Beginner,Afternoon,Analytical,82.7
13.6,33.1,50.8,17.1,296.2,-0.2,6.2,154.2,Expert,Afternoon,Cognitive,83.6
19.3,36.4,64.1,16.6,306.7,6.7,7.3,155.6,Intermediate,Evening,Cognitive,73.7
14.3,33.3,59.5,16.5,283.8,7.2,7.2,171.2,Intermediate,Afternoon,Analytical,82.0
16.1,27.4,,13.4,360.5,6.4,7.3,167.8,Beginner,Afternoon,Cognitive,66.9
,26.3,64.9,13.3,294.0,5.5,6.0,179.1,Intermediate,Morning,Creative,71.9
18.6,23.3,61.1,17.0,313.7,7.1,5.9,91.0,Beginner,Morning,Cognitive,77.4
13.2,31.2,67.6,12.5,386.8,5.8,,94.4,Beginner,Afternoon,Analytical,82.1
14.5,33.7,76.5,14.1,373.5,5.2,8.6,,Intermediate,Morning,Cognitive,87.4
18.6,34.4,55.0,16.1,268.8,4.3,5.8,237.5,Beginner,Morning,Cognitive,73.8
18.8,36.9,55.9,17.0,379.0,1.9,6.8,133.7,Intermediate,Afternoon,Cognitive,75.6
14.6,38.9,46.5,19.3,249.2,1.3,7.6,,Beginner,Morning,Creative,67.9
14.8,21.8,65.2,12.2,244.9,5.5,8.2,208.8,Intermediate,Evening,Creative,82.8
,32.4,53.6,12.2,303.7,5.5,7.3,209.2,Beginner,Afternoon,Creative,70.1
20.5,32.6,63.5,19.9,334.6,3.9,8.7,204.7,Beginner,Afternoon,Analytical,73.8
19.3,29.6,71.7,21.0,308.8,2.3,6.9,63.1,Beginner,Morning,Cognitive,72.7
17.8,25.0,,12.9,341.9,1.7,,55.3,Expert,Morning,Creative,78.6
10.7,38.7,55.3,13.5,301.2,3.3,10.8,68.4,Expert,Afternoon,Creative,87.8
13.9,26.5,70.1,17.6,217.0,5.4,7.1,187.1,Beginner,Evening,Cognitive,89.0
14.1,16.8,67.1,16.1,310.5,8.5,7.6,103.4,Intermediate,Evening,Analytical,76.3
,30.1,66.0,16.2,244.0,4.0,5.6,83.9,Intermediate,Morning,Cognitive,82.4
14.0,28.6,56.1,13.7,320.2,4.6,6.7,95.0,Expert,Afternoon,Analytical,79.9
20.0,41.1,45.6,18.2,257.4,6.3,7.3,,Beginner,Morning,Cognitive,77.6
12.7,32.9,52.9,15.3,345.9,3.9,8.0,78.2,Intermediate,Evening,Creative,70.0
13.0,28.2,49.9,15.2,387.7,4.7,6.7,90.0,Beginner,Evening,Creative,71.5
16.9,28.8,65.8,12.6,233.5,5.6,8.1,101.7,Beginner,Afternoon,Creative,82.7
21.3,28.7,62.8,18.4,217.9,6.2,6.4,,Expert,Afternoon,Analytical,90.5
14.2,43.3,54.0,14.9,305.0,4.1,8.5,20.5,Intermediate,Evening,Cognitive,83.0
4.7,34.1,55.7,15.9,376.5,3.0,7.6,120.5,Beginner,Afternoon,Analytical,69.5
8.7,21.6,64.8,19.6,327.8,4.4,7.6,98.6,Beginner,Afternoon,Creative,70.1
16.2,28.5,56.8,12.9,298.7,0.6,6.3,156.5,Intermediate,Evening,Analytical,69.2
9.1,29.9,54.2,15.7,266.2,4.6,6.9,113.1,Intermediate,Afternoon,Analytical,90.4
11.5,23.4,79.8,11.3,356.2,5.7,6.4,64.9,Beginner,Afternoon,Analytical,68.2
,19.3,,14.4,396.9,7.4,8.3,249.0,Expert,Evening,Cognitive,72.3
5.2,33.6,66.7,19.9,226.5,5.8,5.0,212.7,Beginner,Afternoon,Analytical,93.9
13.5,25.2,63.9,11.4,334.7,-1.1,5.9,134.7,Beginner,Afternoon,Analytical,72.5
,37.5,44.8,16.7,447.2,6.8,8.8,155.5,Expert,Morning,Analytical,80.1
9.0,30.0,53.2,20.8,289.7,6.9,7.3,75.3,Beginner,Afternoon,Creative,71.2
11.8,27.2,68.2,17.6,310.5,2.2,8.8,132.5,Beginner,Morning,Creative,75.9
10.7,15.5,58.7,14.2,318.3,3.2,8.2,279.3,Intermediate,Afternoon,Cognitive,78.9
16.9,37.3,45.4,12.7,299.6,6.9,8.4,194.4,Expert,Afternoon,Creative,74.4
19.8,31.8,63.9,10.2,374.9,4.1,7.6,56.6,Beginner,Evening,Cognitive,61.6
13.5,27.3,,20.7,410.1,2.8,6.0,144.3,Expert,Afternoon,Creative,70.7
12.6,24.7,64.4,14.7,234.8,2.5,7.1,124.9,Intermediate,Evening,Cognitive,83.8
13.3,39.6,86.9,10.6,273.3,9.3,5.1,151.2,Beginner,Morning,Cognitive,83.8
10.6,23.6,63.8,12.9,382.3,5.6,6.8,226.9,Intermediate,Evening,Cognitive,72.2
9.8,27.8,,12.8,753.1,3.4,6.2,130.1,Beginner,Afternoon,Creative,56.0
8.4,33.4,57.5,14.5,341.8,6.9,4.2,107.9,Intermediate,Afternoon,Analytical,79.8
9.7,38.7,48.8,23.2,354.8,3.8,7.6,52.6,Intermediate,Morning,Creative,73.3
21.5,28.7,70.2,18.8,324.8,6.4,7.5,,Expert,Afternoon,Analytical,77.5
12.2,25.6,53.9,17.5,344.1,5.2,8.9,126.5,Beginner,Afternoon,Creative,79.3
3.2,29.4,57.7,19.6,303.7,3.3,5.2,,Intermediate,Afternoon,Analytical,83.7
12.7,35.4,77.9,21.5,308.6,5.0,8.6,68.9,Intermediate,Evening,Creative,84.0
8.6,36.8,56.6,17.6,315.2,5.1,3.5,174.4,Beginner,Evening,Cognitive,63.3
15.2,21.7,,20.3,299.6,5.6,6.8,-37.3,Beginner,Evening,Cognitive,74.4
14.8,30.7,63.9,14.1,343.4,7.3,10.0,236.0,Beginner,Afternoon,Cognitive,65.3
15.2,21.4,54.5,13.4,334.9,8.4,7.0,121.7,Intermediate,Evening,Analytical,81.1
14.8,35.3,63.4,12.9,226.7,4.8,5.9,128.4,Intermediate,Evening,Analytical,87.0
13.5,32.5,52.8,16.9,309.8,0.2,6.9,106.6,Beginner,Morning,Cognitive,75.8
9.2,24.5,69.0,8.1,321.0,5.8,,148.4,Expert,Afternoon,Analytical,87.7
14.7,39.2,72.5,20.0,396.5,3.5,6.6,84.3,Expert,Morning,Cognitive,96.0
19.1,32.0,60.5,14.5,305.7,0.6,7.6,128.6,Intermediate,Morning,Creative,72.6
22.3,31.4,73.4,18.5,324.8,5.4,7.6,200.9,Beginner,Morning,Analytical,69.4
14.0,28.9,61.6,11.8,316.2,4.9,7.8,96.6,Intermediate,Morning,Analytical,84.6
14.5,30.0,,19.3,386.1,2.4,8.6,101.8,Beginner,Afternoon,Creative,76.5
17.0,27.7,89.5,20.1,260.3,1.6,10.0,,Beginner,Afternoon,Analytical,86.3
21.0,25.6,84.8,16.3,280.8,6.8,7.1,177.5,Intermediate,Morning,Analytical,92.2
13.1,37.4,58.2,17.6,277.4,5.0,7.5,110.9,Beginner,Evening,Analytical,80.2
17.8,27.0,62.9,12.9,320.7,2.4,5.2,93.3,Beginner,Evening,Creative,75.6
11.7,26.8,49.5,16.1,245.3,5.3,8.4,130.8,Beginner,Evening,Cognitive,73.3
,29.2,68.0,18.9,393.3,3.2,9.0,183.8,Beginner,Afternoon,Cognitive,91.3
18.9,38.5,63.9,15.1,340.8,5.1,8.0,,Beginner,Afternoon,Creative,72.2
9.8,36.8,52.3,20.6,349.3,4.6,4.9,164.9,Expert,Morning,Creative,84.4
12.9,27.6,71.9,10.7,425.1,-1.1,,141.2,Beginner,Morning,Creative,78.2
18.8,37.4,57.3,15.0,302.8,4.2,7.1,143.8,Beginner,Morning,Cognitive,74.0
17.5,30.6,,10.2,362.8,3.7,5.7,121.1,Beginner,Afternoon,Creative,67.5
19.1,24.9,64.0,16.9,349.1,2.5,10.2,121.9,Expert,Evening,Cognitive,81.1
18.4,27.1,55.3,15.4,746.3,1.5,7.6,307.5,Intermediate,Morning,Creative,44.4
13.6,38.2,59.7,15.5,354.6,3.6,,27.0,Beginner,Morning,Analytical,69.9
23.8,42.5,,18.2,294.5,3.3,8.4,71.5,Expert,Morning,Cognitive,79.4
15.5,31.9,53.9,15.1,341.2,5.3,7.2,18.7,Beginner,Afternoon,Cognitive,77.2
2.8,26.6,66.8,24.4,287.7,3.7,5.2,228.7,Beginner,Afternoon,Creative,85.9
13.9,29.3,54.2,18.4,296.6,4.2,8.2,195.6,Beginner,Afternoon,Analytical,75.4
13.1,25.4,50.3,16.1,319.3,4.7,10.0,-10.3,Beginner,Morning,Cognitive,75.2
18.2,26.3,59.2,14.0,310.7,3.1,6.4,141.7,Beginner,Afternoon,Creative,71.7
13.2,25.7,86.8,13.3,275.3,2.0,6.2,106.8,Intermediate,Morning,Analytical,90.6
19.4,29.5,67.8,17.3,206.5,8.4,8.3,155.7,Beginner,Afternoon,Cognitive,77.4
17.2,30.7,,14.4,334.8,3.8,8.4,140.1,Intermediate,Morning,Creative,86.6
11.0,29.1,54.8,19.0,338.4,3.6,8.7,111.5,Beginner,Evening,Analytical,68.3
14.4,28.7,56.2,15.8,338.2,6.8,6.8,116.3,Beginner,Afternoon,Cognitive,72.4
11.9,34.6,45.2,15.8,415.3,7.8,6.8,181.1,Intermediate,Afternoon,Cognitive,73.5
15.7,28.6,78.0,16.3,243.2,6.9,3.1,84.3,Expert,Afternoon,Analytical,93.9
11.9,29.0,62.7,15.5,397.7,3.2,7.1,96.9,Beginner,Afternoon,Creative,70.7
15.3,28.9,61.8,16.8,444.6,4.7,6.2,158.8,Intermediate,Morning,Creative,68.6
13.9,39.3,62.0,22.2,796.6,5.2,3.7,261.2,Beginner,Afternoon,Analytical,45.3
14.4,27.1,80.9,17.6,302.5,8.5,9.8,137.6,Beginner,Afternoon,Cognitive,80.1
23.2,33.6,,17.3,342.7,4.8,7.4,91.1,Beginner,Afternoon,Analytical,80.1
13.6,25.5,58.1,18.4,281.4,4.9,4.3,19.7,Beginner,Afternoon,Analytical,70.4
7.3,32.1,78.0,15.7,286.2,2.0,7.6,22.2,Beginner,Evening,Analytical,89.3
19.1,33.3,58.7,13.1,406.2,1.5,9.8,107.8,Beginner,Evening,Cognitive,67.4
19.0,36.5,,6.9,355.0,6.7,8.8,130.0,Intermediate,Morning,Analytical,71.9
7.1,27.7,44.7,9.8,358.0,4.7,8.4,98.8,Beginner,Afternoon,Analytical,73.4
12.2,23.3,58.1,18.2,263.9,4.9,5.2,56.9,Intermediate,Morning,Cognitive,89.8
16.7,25.3,62.9,17.1,246.3,6.1,6.2,,Beginner,Afternoon,Cognitive,83.0
17.1,35.8,68.2,15.6,372.7,5.7,5.7,129.8,Intermediate,Afternoon,Analytical,82.8
15.0,42.5,50.8,23.1,341.1,5.4,7.0,201.4,Intermediate,Morning,Creative,77.8
15.1,35.0,57.7,15.9,305.1,5.3,8.2,75.3,Beginner,Evening,Analytical,73.7
11.2,22.4,51.9,8.9,406.8,4.3,7.7,118.5,Beginner,Afternoon,Cognitive,68.5
5.4,34.8,71.1,18.3,349.7,4.4,5.6,77.4,Intermediate,Afternoon,Cognitive,96.8
23.2,24.3,72.8,19.5,277.5,5.8,6.7,156.1,Expert,Morning,Cognitive,94.0
11.1,27.9,,18.2,223.1,2.1,8.6,112.5,Beginner,Afternoon,Creative,88.4
15.7,31.1,63.5,19.5,349.9,1.9,7.8,179.3,Beginner,Evening,Cognitive,69.1
14.4,32.1,78.7,10.7,296.5,4.2,7.6,127.1,Expert,Afternoon,Creative,93.8
18.6,30.4,53.1,16.3,313.1,4.3,5.7,127.2,Beginner,Evening,Cognitive,64.6
15.5,26.4,62.2,13.5,308.9,5.4,7.2,68.8,Intermediate,Morning,Cognitive,90.1
15.6,36.4,49.4,17.6,391.5,3.6,,69.8,Beginner,Afternoon,Analytical,71.8
4.5,26.8,65.7,20.6,362.1,2.4,5.8,147.6,Beginner,Evening,Creative,83.6
11.7,37.5,62.8,14.9,315.2,5.2,4.8,133.8,Intermediate,Afternoon,Analytical,80.6
18.0,21.8,35.5,18.0,313.8,6.7,9.6,240.8,Intermediate,Morning,Creative,59.5
17.6,31.3,71.1,13.4,334.4,4.7,9.7,54.2,Beginner,Afternoon,Cognitive,83.3
11.2,22.6,68.6,15.9,385.9,1.1,5.5,179.5,Intermediate,Afternoon,Cognitive,81.9
8.7,25.0,54.4,14.5,324.1,4.6,5.8,127.8,Intermediate,Afternoon,Creative,77.1
15.5,26.9,62.8,21.4,291.3,0.1,6.5,,Intermediate,Evening,Analytical,85.5
3.4,39.1,45.1,12.8,259.8,3.9,8.8,-40.5,Beginner,Evening,Creative,79.1
10.4,37.8,52.3,16.3,315.7,-0.0,7.9,81.9,Intermediate,Afternoon,Creative,76.3
22.0,35.2,76.7,20.1,260.1,3.1,9.1,89.4,Intermediate,Morning,Creative,89.9
20.8,30.2,48.5,10.2,337.1,5.0,9.5,89.3,Intermediate,Afternoon,Cognitive,72.9
16.9,31.1,60.1,17.3,342.7,3.4,7.7,174.1,Intermediate,Evening,Creative,70.7
16.2,37.6,46.0,16.3,379.5,6.3,7.4,92.5,Beginner,Evening,Cognitive,69.2
7.2,34.2,63.4,14.0,309.5,4.4,9.0,136.4,Intermediate,Morning,Analytical,88.4
12.0,30.1,,19.6,371.6,1.8,8.6,36.4,Intermediate,Afternoon,Cognitive,81.1
13.8,38.9,67.2,21.1,400.6,5.8,8.6,143.3,Beginner,Morning,Analytical,79.0
12.1,34.9,64.7,18.0,323.7,5.4,7.7,42.0,Intermediate,Morning,Analytical,93.2
13.6,31.5,,15.1,431.8,6.5,8.6,160.6,Beginner,Afternoon,Analytical,72.2
20.2,27.2,54.5,11.7,391.8,5.4,,,Intermediate,Afternoon,Cognitive,72.4
12.8,26.7,49.4,16.5,296.0,4.9,6.1,30.0,Beginner,Morning,Creative,67.7
13.6,28.0,54.1,15.5,467.2,2.0,6.5,235.4,Intermediate,Evening,Cognitive,69.2
18.0,32.7,46.5,15.7,316.6,5.6,10.4,92.7,Expert,Evening,Analytical,77.3
9.3,35.0,60.8,14.5,390.0,3.7,5.4,141.7,Intermediate,Evening,Creative,75.1
11.6,21.3,58.6,14.2,351.4,5.6,8.4,165.9,Expert,Morning,Cognitive,89.8
12.0,18.3,64.8,16.1,335.2,8.5,10.0,,Expert,Afternoon,Analytical,83.8
15.2,24.3,43.8,12.3,385.4,6.4,7.6,77.9,Beginner,Afternoon,Analytical,67.5
13.6,27.6,59.9,19.1,327.5,4.6,6.5,94.6,Intermediate,Morning,Creative,79.7
13.7,37.2,72.1,13.7,316.2,4.1,7.8,147.5,Intermediate,Afternoon,Cognitive,81.9
12.3,28.3,65.7,16.3,317.7,3.2,6.3,155.0,Expert,Evening,Creative,78.9
10.7,31.5,41.0,15.0,262.8,-0.6,5.6,203.7,Beginner,Morning,Creative,73.4
17.4,32.5,59.9,18.0,373.3,4.1,9.0,194.6,Expert,Evening,Creative,81.5
13.6,23.9,52.7,17.8,287.0,3.0,8.9,193.9,Intermediate,Evening,Creative,73.7
17.5,38.8,60.1,17.5,330.5,4.6,6.5,172.4,Intermediate,Evening,Cognitive,74.9
10.6,26.0,56.2,12.5,321.0,3.0,6.3,,Beginner,Evening,Creative,56.5
12.3,39.4,77.4,15.4,350.4,4.4,7.3,95.8,Beginner,Afternoon,Analytical,79.2
14.1,29.2,60.9,20.8,643.1,6.5,6.9,142.3,Intermediate,Evening,Analytical,61.8
14.5,28.0,63.2,15.0,306.6,4.3,5.8,27.4,Beginner,Afternoon,Analytical,77.9
18.0,23.3,59.6,19.1,340.7,1.8,4.7,203.9,Expert,Evening,Creative,76.7
13.3,31.2,64.7,16.0,336.4,2.3,4.8,122.9,Beginner,Morning,Analytical,71.8
18.0,43.5,57.8,15.1,266.9,5.4,5.2,140.0,Intermediate,Morning,Cognitive,77.3
16.5,32.5,67.7,16.6,314.5,5.5,,-48.8,Beginner,Afternoon,Creative,77.4
14.6,31.6,56.1,13.5,383.5,2.3,7.3,80.5,Intermediate,Morning,Creative,76.2
11.2,26.0,73.8,18.7,442.9,3.9,5.8,178.4,Intermediate,Afternoon,Creative,82.1
18.0,33.6,65.0,13.4,234.6,5.8,5.8,139.8,Beginner,Afternoon,Cognitive,86.1
11.3,30.9,58.5,17.7,361.4,7.4,5.1,80.3,Beginner,Evening,Creative,64.3
14.9,29.6,68.4,19.2,325.3,4.4,5.1,113.0,Beginner,Afternoon,Creative,71.8
14.8,33.0,64.9,17.3,290.4,3.6,5.1,,Intermediate,Afternoon,Analytical,84.3
14.2,19.1,68.3,14.3,298.6,3.3,,105.9,Intermediate,Morning,Analytical,86.9
13.4,29.4,60.9,16.6,273.0,4.3,8.6,127.3,Intermediate,Afternoon,Creative,81.8
11.7,22.8,57.6,13.8,251.9,6.8,9.3,119.6,Intermediate,Afternoon,Cognitive,87.3
8.5,30.2,61.4,15.4,339.3,4.3,7.1,132.5,Intermediate,Afternoon,Analytical,77.1
20.6,25.7,55.0,14.4,409.2,5.0,8.6,192.2,Beginner,Morning,Creative,79.2
13.0,26.1,69.8,13.7,337.6,1.2,5.8,268.9,Beginner,Morning,Analytical,79.8
14.5,22.0,74.7,17.9,328.6,7.2,7.9,208.6,Beginner,Afternoon,Analytical,85.5
14.5,36.7,65.8,19.0,288.8,6.7,5.7,134.0,Expert,Afternoon,Cognitive,93.8
19.4,25.9,,19.2,273.5,3.4,7.7,191.6,Expert,Afternoon,Creative,84.3
,26.3,71.3,16.7,321.1,3.8,5.8,30.3,Beginner,Evening,Analytical,68.5
15.6,39.2,57.3,20.4,268.5,6.4,5.9,118.9,Intermediate,Morning,Creative,76.8
14.4,33.4,68.4,14.0,376.2,9.9,6.9,78.0,Expert,Afternoon,Cognitive,74.5
,17.8,47.2,19.9,291.1,0.6,9.4,85.8,Intermediate,Afternoon,Cognitive,85.8
9.2,38.3,61.9,18.7,277.8,3.0,8.3,177.6,Beginner,Morning,Analytical,78.8
7.9,39.9,48.2,16.1,432.5,3.2,5.9,202.0,Beginner,Afternoon,Cognitive,68.8
11.8,39.3,58.9,16.7,384.9,6.1,5.4,40.2,Intermediate,Afternoon,Analytical,75.6
6.6,34.0,45.6,19.1,260.2,4.7,5.8,109.4,Expert,Afternoon,Creative,77.3
19.3,23.4,70.9,18.0,275.9,3.0,8.0,80.9,Intermediate,Evening,Analytical,94.6
16.7,29.7,56.1,16.8,310.3,1.2,7.3,160.1,Beginner,Morning,Analytical,72.4
14.0,21.3,69.1,14.6,312.0,6.0,8.0,186.7,Beginner,Evening,Cognitive,72.0
19.4,24.8,59.2,13.2,526.4,3.6,6.2,408.5,Intermediate,Afternoon,Creative,60.1
10.7,23.3,41.6,16.3,386.8,1.7,7.5,191.8,Expert,Afternoon,Creative,83.0
11.7,26.2,55.2,12.6,330.5,2.6,7.4,188.7,Intermediate,Evening,Analytical,74.0
7.3,31.0,54.7,18.2,318.2,3.1,8.9,59.9,Intermediate,Evening,Creative,74.3
18.1,27.3,59.9,10.7,289.6,3.4,9.4,79.5,Beginner,Afternoon,Creative,71.7
11.8,27.1,75.1,16.9,267.4,1.9,8.4,123.4,Expert,Evening,Analytical,89.7
15.1,28.3,76.7,15.2,288.8,1.9,8.9,274.1,Intermediate,Afternoon,Analytical,84.6
19.0,39.0,57.7,14.7,276.2,8.7,7.0,124.6,Beginner,Afternoon,Creative,72.2
20.5,43.0,47.4,15.2,257.0,4.7,6.0,205.9,Intermediate,Morning,Analytical,79.9
14.9,27.3,52.6,7.4,373.9,3.2,7.0,94.9,Beginner,Morning,Cognitive,76.8
16.5,32.0,,14.7,366.5,4.8,6.8,118.6,Beginner,Evening,Creative,72.1
11.4,25.0,58.9,13.4,301.3,4.3,6.7,,Beginner,Morning,Analytical,76.8
21.7,34.6,44.2,13.4,385.9,2.2,7.0,90.4,Beginner,Morning,Creative,67.5
,27.1,55.0,25.4,349.5,0.2,6.7,,Beginner,Evening,Creative,70.6
15.3,25.7,73.1,11.8,266.0,2.9,6.3,42.4,Intermediate,Morning,Cognitive,89.3
13.4,42.0,62.9,17.2,247.1,3.6,6.8,10.3,Intermediate,Morning,Cognitive,85.8
19.8,21.9,,13.6,335.3,3.8,,104.3,Intermediate,Afternoon,Creative,77.9
15.8,15.3,56.1,13.3,343.8,0.3,5.7,153.0,Beginner,Afternoon,Cognitive,71.1
18.0,34.4,55.4,12.0,255.4,9.0,,74.4,Beginner,Evening,Analytical,79.6
,27.8,65.4,19.4,293.7,8.8,8.6,259.6,Intermediate,Afternoon,Creative,75.6
,26.1,61.4,19.6,362.7,4.9,7.1,119.9,Beginner,Afternoon,Cognitive,71.3
18.7,46.4,67.7,14.1,398.5,4.1,3.4,124.6,Beginner,Afternoon,Creative,72.0
16.4,34.4,65.5,18.7,324.2,2.9,3.7,59.9,Expert,Afternoon,Creative,85.3
11.2,29.6,60.2,12.9,322.8,5.2,7.2,157.7,Intermediate,Afternoon,Analytical,85.4
11.0,25.8,63.8,14.8,297.4,3.8,8.0,,Expert,Evening,Analytical,87.2
15.6,32.7,,18.0,394.4,6.5,9.7,131.9,Intermediate,Afternoon,Analytical,73.3
18.6,19.6,59.5,13.0,347.8,5.8,6.4,138.8,Beginner,Afternoon,Cognitive,79.8
21.6,26.9,73.4,13.8,277.9,2.3,6.2,134.6,Intermediate,Morning,Cognitive,78.3
7.9,29.8,60.1,16.1,359.1,2.6,5.2,,Beginner,Afternoon,Cognitive,77.9
15.1,31.3,57.8,16.1,285.0,5.9,7.9,206.5,Intermediate,Morning,Analytical,81.8
17.0,29.1,62.1,12.8,272.4,5.4,,101.3,Beginner,Afternoon,Creative,70.8
16.2,25.8,48.3,22.7,297.6,1.8,6.3,223.6,Expert,Evening,Analytical,81.5
19.0,35.5,62.2,13.5,277.0,3.1,,47.6,Beginner,Afternoon,Cognitive,80.8
17.6,20.1,77.0,18.9,274.8,3.7,,174.4,Expert,Morning,Cognitive,97.0
11.1,28.3,51.9,17.8,250.0,3.9,8.5,131.2,Expert,Evening,Cognitive,88.0
10.9,26.9,62.7,13.6,285.1,3.9,6.4,125.5,Intermediate,Morning,Analytical,86.5
16.2,36.1,,17.4,293.3,5.8,7.0,84.5,Intermediate,Afternoon,Cognitive,94.0
19.0,27.2,59.5,13.5,252.4,4.3,8.3,160.2,Intermediate,Afternoon,Analytical,76.1
15.6,32.6,59.3,16.2,347.0,4.2,6.6,152.2,Expert,Morning,Creative,86.1
8.7,32.0,67.1,18.5,231.7,2.5,5.9,227.2,Intermediate,Evening,Analytical,87.0
10.8,19.0,49.0,14.3,300.9,4.3,5.1,160.2,Intermediate,Morning,Cognitive,85.2
17.8,29.6,66.9,17.2,353.1,3.9,5.4,95.5,Intermediate,Evening,Creative,78.0
13.6,19.5,60.7,14.3,376.6,3.0,6.0,94.2,Expert,Morning,Cognitive,87.2
15.5,32.1,42.4,16.5,291.3,1.7,8.4,139.4,Intermediate,Morning,Creative,79.7
19.3,25.6,63.8,16.3,370.7,6.6,5.9,209.1,Intermediate,Morning,Cognitive,78.7
10.2,37.1,61.1,14.9,301.6,7.6,6.7,143.2,Intermediate,Morning,Analytical,92.4
13.3,28.9,51.3,10.5,432.8,4.5,5.5,181.4,Expert,Afternoon,Cognitive,69.6
,25.4,61.6,18.3,247.0,6.9,7.1,,Intermediate,Afternoon,Analytical,79.2
16.4,37.2,46.8,22.0,269.7,4.5,7.4,7.3,Beginner,Evening,Analytical,70.0
18.1,24.8,53.2,16.4,328.1,1.2,7.5,147.3,Intermediate,Morning,Creative,72.9
,35.4,60.4,14.2,256.9,4.6,9.6,108.4,Expert,Afternoon,Analytical,96.1
15.0,32.8,43.1,16.6,284.6,3.3,7.0,193.7,Intermediate,Afternoon,Analytical,80.8
18.5,27.8,48.5,19.4,342.6,5.0,7.4,219.1,Expert,Afternoon,Analytical,72.8
7.6,22.0,50.0,19.8,329.6,7.1,6.2,228.2,Beginner,Afternoon,Creative,63.7
14.7,37.4,,18.7,318.2,3.0,10.3,109.7,Intermediate,Afternoon,Cognitive,80.1
10.1,33.0,,17.3,318.8,4.8,8.3,,Intermediate,Morning,Cognitive,79.6
12.4,25.4,51.1,18.0,196.9,5.7,8.3,100.8,Expert,Evening,Analytical,83.2
5.0,31.5,50.5,16.4,327.4,6.7,8.6,113.0,Beginner,Afternoon,Analytical,83.3
20.6,36.0,61.4,13.1,288.2,6.0,8.1,,Expert,Afternoon,Cognitive,82.7
13.6,30.7,61.1,14.9,301.5,1.8,8.7,64.7,Intermediate,Morning,Analytical,93.1
11.8,31.4,53.0,15.0,240.5,1.8,6.7,121.3,Beginner,Morning,Cognitive,77.1
16.3,36.2,78.3,16.9,353.7,5.5,10.4,-2.0,Beginner,Afternoon,Creative,73.8
10.8,39.2,,10.7,347.6,3.2,4.7,249.1,Beginner,Morning,Analytical,76.6
10.5,29.3,58.3,17.5,261.8,2.0,6.6,106.2,Intermediate,Morning,Analytical,84.0
21.0,22.0,56.1,10.0,329.0,6.4,9.6,94.5,Beginner,Evening,Cognitive,70.8
22.2,22.2,70.1,17.2,402.3,3.3,,152.7,Beginner,Afternoon,Cognitive,74.7
12.6,25.9,65.5,19.5,327.0,7.3,8.0,170.3,Expert,Afternoon,Creative,92.7
